year;month;date_fraction;monthly_mean_total;monthly_mean_deviation;number_of_observations;definiteve_provisional_marker
1798;10;1.798.790;   2.5; -1.0;-1;1
1798;11;1.798.874;  20.8; -1.0;-1;1
1798;12;1.798.958;  16.5; -1.0;-1;1
1799;1;1.799.042;   2.7; -1.0;-1;1
1799;2;1.799.123;  21.0; -1.0;-1;1
1799;3;1.799.204;  36.2; -1.0;-1;1
1799;4;1.799.288;  14.0; -1.0;-1;1
1799;5;1.799.371;  13.7; -1.0;-1;1
1799;6;1.799.455;  17.7; -1.0;-1;1
1799;7;1.799.538;   3.5; -1.0;-1;1
1799;8;1.799.623;   0.0; -1.0;-1;1
1799;9;1.799.707;   0.0; -1.0;-1;1
1799;10;1.799.790;   7.7; -1.0;-1;1
1799;11;1.799.874;   4.5; -1.0;-1;1
1799;12;1.799.958;  14.3; -1.0;-1;1
1800;1;1.800.042;  11.5; -1.0;-1;1
1800;2;1.800.123;  15.5; -1.0;-1;1
1800;3;1.800.204;  23.2; -1.0;-1;1
1800;4;1.800.288;   0.0; -1.0;-1;1
1800;5;1.800.371;   8.3; -1.0;-1;1
1800;6;1.800.455;  39.5; -1.0;-1;1
1800;7;1.800.538;  35.0; -1.0;-1;1
1800;8;1.800.623;  32.5; -1.0;-1;1
1800;9;1.800.707;  19.2; -1.0;-1;1
1800;10;1.800.790;  20.5; -1.0;-1;1
1800;11;1.800.874;  17.5; -1.0;-1;1
1800;12;1.800.958;  66.8; -1.0;-1;1
1801;1;1.801.042;  45.0; -1.0;-1;1
1801;2;1.801.123;  48.3; -1.0;-1;1
1801;3;1.801.204;  50.0; -1.0;-1;1
1801;4;1.801.288;  51.7; -1.0;-1;1
1801;5;1.801.371;  53.3; -1.0;-1;1
1801;6;1.801.455;  52.0; -1.0;-1;1
1801;7;1.801.538;  58.3; -1.0;-1;1
1801;8;1.801.623;  64.5; -1.0;-1;1
1801;9;1.801.707;  55.8; -1.0;-1;1
1801;10;1.801.790;  54.3; -1.0;-1;1
1801;11;1.801.874;  66.3; -1.0;-1;1
1801;12;1.801.958;  80.3; -1.0;-1;1
1802;1;1.802.042;  79.7; -1.0;-1;1
1802;2;1.802.123;  78.3; -1.0;-1;1
1802;3;1.802.204;  68.0; -1.0;-1;1
1802;4;1.802.288;  70.0; -1.0;-1;1
1802;5;1.802.371;  73.3; -1.0;-1;1
1802;6;1.802.455;  76.7; -1.0;-1;1
1802;7;1.802.538;  80.0; -1.0;-1;1
1802;8;1.802.623;  83.3; -1.0;-1;1
1802;9;1.802.707;  86.3; -1.0;-1;1
1802;10;1.802.790;  64.2; -1.0;-1;1
1802;11;1.802.874;  57.5; -1.0;-1;1
1802;12;1.802.958;  83.3; -1.0;-1;1
1803;1;1.803.042;  83.3; -1.0;-1;1
1803;2;1.803.123;  84.7; -1.0;-1;1
1803;3;1.803.204;  49.2; -1.0;-1;1
1803;4;1.803.288;  41.7; -1.0;-1;1
1803;5;1.803.371;  73.8; -1.0;-1;1
1803;6;1.803.455;  60.0; -1.0;-1;1
1803;7;1.803.538;  80.5; -1.0;-1;1
1803;8;1.803.623;  56.8; -1.0;-1;1
1803;9;1.803.707;  75.5; -1.0;-1;1
1803;10;1.803.790;  90.5; -1.0;-1;1
1803;11;1.803.874;  85.0; -1.0;-1;1
1803;12;1.803.958;  80.0; -1.0;-1;1
1804;1;1.804.042;  75.5; -1.0;-1;1
1804;2;1.804.124;  80.5; -1.0;-1;1
1804;3;1.804.206;  80.0; -1.0;-1;1
1804;4;1.804.290;  84.3; -1.0;-1;1
1804;5;1.804.373;  55.7; -1.0;-1;1
1804;6;1.804.456;  58.0; -1.0;-1;1
1804;7;1.804.540;  49.7; -1.0;-1;1
1804;8;1.804.624;  71.8; -1.0;-1;1
1804;9;1.804.708;  88.3; -1.0;-1;1
1804;10;1.804.791; 103.8; -1.0;-1;1
1804;11;1.804.874; 101.7; -1.0;-1;1
1804;12;1.804.958; 100.0; -1.0;-1;1
1805;1;1.805.042; 101.7; -1.0;-1;1
1805;2;1.805.123;  73.5; -1.0;-1;1
1805;3;1.805.204;  85.7; -1.0;-1;1
1805;4;1.805.288;  62.5; -1.0;-1;1
1805;5;1.805.371;  65.0; -1.0;-1;1
1805;6;1.805.455;  67.5; -1.0;-1;1
1805;7;1.805.538;  62.7; -1.0;-1;1
1805;8;1.805.623;  71.2; -1.0;-1;1
1805;9;1.805.707;  74.0; -1.0;-1;1
1805;10;1.805.790;  49.0; -1.0;-1;1
1805;11;1.805.874;  68.3; -1.0;-1;1
1805;12;1.805.958;  63.8; -1.0;-1;1
1806;1;1.806.042;  65.0; -1.0;-1;1
1806;2;1.806.123;  49.3; -1.0;-1;1
1806;3;1.806.204;  54.5; -1.0;-1;1
1806;4;1.806.288;  46.2; -1.0;-1;1
1806;5;1.806.371;  44.0; -1.0;-1;1
1806;6;1.806.455;  42.7; -1.0;-1;1
1806;7;1.806.538;  50.0; -1.0;-1;1
1806;8;1.806.623;  43.8; -1.0;-1;1
1806;9;1.806.707;  40.0; -1.0;-1;1
1806;10;1.806.790;  45.0; -1.0;-1;1
1806;11;1.806.874;  41.7; -1.0;-1;1
1806;12;1.806.958;  40.0; -1.0;-1;1
1807;1;1.807.042;  20.0; -1.0;-1;1
1807;2;1.807.123;  20.3; -1.0;-1;1
1807;3;1.807.204;  16.0; -1.0;-1;1
1807;4;1.807.288;  39.7; -1.0;-1;1
1807;5;1.807.371;  16.7; -1.0;-1;1
1807;6;1.807.455;  20.0; -1.0;-1;1
1807;7;1.807.538;  21.2; -1.0;-1;1
1807;8;1.807.623;  20.0; -1.0;-1;1
1807;9;1.807.707;   9.5; -1.0;-1;1
1807;10;1.807.790;  13.3; -1.0;-1;1
1807;11;1.807.874;   4.3; -1.0;-1;1
1807;12;1.807.958;   0.0; -1.0;-1;1
1808;1;1.808.042;   0.0; -1.0;-1;1
1808;2;1.808.124;   7.5; -1.0;-1;1
1808;3;1.808.206;   0.0; -1.0;-1;1
1808;4;1.808.290;  20.5; -1.0;-1;1
1808;5;1.808.373;  22.5; -1.0;-1;1
1808;6;1.808.456;  22.5; -1.0;-1;1
1808;7;1.808.540;  11.2; -1.0;-1;1
1808;8;1.808.624;  13.3; -1.0;-1;1
1808;9;1.808.708;  19.5; -1.0;-1;1
1808;10;1.808.791;   7.8; -1.0;-1;1
1808;11;1.808.874;  17.5; -1.0;-1;1
1808;12;1.808.958;  20.5; -1.0;-1;1
1809;1;1.809.042;  12.0; -1.0;-1;1
1809;2;1.809.123;  15.3; -1.0;-1;1
1809;3;1.809.204;   1.5; -1.0;-1;1
1809;4;1.809.288;   4.2; -1.0;-1;1
1809;5;1.809.371;   3.3; -1.0;-1;1
1809;6;1.809.455;  12.8; -1.0;-1;1
1809;7;1.809.538;   0.5; -1.0;-1;1
1809;8;1.809.623;   0.3; -1.0;-1;1
1809;9;1.809.707;   0.7; -1.0;-1;1
1809;10;1.809.790;   0.0; -1.0;-1;1
1809;11;1.809.874;   0.0; -1.0;-1;1
1809;12;1.809.958;   0.0; -1.0;-1;1
1810;1;1.810.042;   0.0; -1.0;-1;1
1810;2;1.810.123;   0.0; -1.0;-1;1
1810;3;1.810.204;   0.0; -1.0;-1;1
1810;4;1.810.288;   0.0; -1.0;-1;1
1810;5;1.810.371;   0.0; -1.0;-1;1
1810;6;1.810.455;   0.0; -1.0;-1;1
1810;7;1.810.538;   0.0; -1.0;-1;1
1810;8;1.810.623;   0.0; -1.0;-1;1
1810;9;1.810.707;   0.0; -1.0;-1;1
1810;10;1.810.790;   0.0; -1.0;-1;1
1810;11;1.810.874;   0.0; -1.0;-1;1
1810;12;1.810.958;   0.0; -1.0;-1;1
1811;1;1.811.042;   0.0; -1.0;-1;1
1811;2;1.811.123;   0.0; -1.0;-1;1
1811;3;1.811.204;   0.0; -1.0;-1;1
1811;4;1.811.288;   0.0; -1.0;-1;1
1811;5;1.811.371;   0.0; -1.0;-1;1
1811;6;1.811.455;   0.0; -1.0;-1;1
1811;7;1.811.538;  11.0; -1.0;-1;1
1811;8;1.811.623;   0.0; -1.0;-1;1
1811;9;1.811.707;   4.0; -1.0;-1;1
1811;10;1.811.790;  10.2; -1.0;-1;1
1811;11;1.811.874;   1.3; -1.0;-1;1
1811;12;1.811.958;   1.8; -1.0;-1;1
1812;1;1.812.042;  18.8; -1.0;-1;1
1812;2;1.812.124;   3.2; -1.0;-1;1
1812;3;1.812.206;   1.2; -1.0;-1;1
1812;4;1.812.290;   0.0; -1.0;-1;1
1812;5;1.812.373;   1.7; -1.0;-1;1
1812;6;1.812.456;   2.2; -1.0;-1;1
1812;7;1.812.540;   0.8; -1.0;-1;1
1812;8;1.812.624;  26.0; -1.0;-1;1
1812;9;1.812.708;   8.7; -1.0;-1;1
1812;10;1.812.791;   6.5; -1.0;-1;1
1812;11;1.812.874;  13.2; -1.0;-1;1
1812;12;1.812.958;  16.8; -1.0;-1;1
1813;1;1.813.042;   0.0; -1.0;-1;1
1813;2;1.813.123;  17.2; -1.0;-1;1
1813;3;1.813.204;   3.2; -1.0;-1;1
1813;4;1.813.288;  27.7; -1.0;-1;1
1813;5;1.813.371;   9.2; -1.0;-1;1
1813;6;1.813.455;  18.7; -1.0;-1;1
1813;7;1.813.538;  30.5; -1.0;-1;1
1813;8;1.813.623;  14.0; -1.0;-1;1
1813;9;1.813.707;  25.5; -1.0;-1;1
1813;10;1.813.790;  46.3; -1.0;-1;1
1813;11;1.813.874;  27.8; -1.0;-1;1
1813;12;1.813.958;  23.8; -1.0;-1;1
1814;1;1.814.042;  37.0; -1.0;-1;1
1814;2;1.814.123;  20.0; -1.0;-1;1
1814;3;1.814.204;   9.5; -1.0;-1;1
1814;4;1.814.288;  39.7; -1.0;-1;1
1814;5;1.814.371;   9.7; -1.0;-1;1
1814;6;1.814.455;  24.8; -1.0;-1;1
1814;7;1.814.538;  30.8; -1.0;-1;1
1814;8;1.814.623;   3.8; -1.0;-1;1
1814;9;1.814.707;  13.5; -1.0;-1;1
1814;10;1.814.790;  32.2; -1.0;-1;1
1814;11;1.814.874;  24.2; -1.0;-1;1
1814;12;1.814.958;  33.5; -1.0;-1;1
1815;1;1.815.042;  32.0; -1.0;-1;1
1815;2;1.815.123;  53.7; -1.0;-1;1
1815;3;1.815.204;  43.7; -1.0;-1;1
1815;4;1.815.288;  52.7; -1.0;-1;1
1815;5;1.815.371;  16.3; -1.0;-1;1
1815;6;1.815.455;  93.2; -1.0;-1;1
1815;7;1.815.538;  59.2; -1.0;-1;1
1815;8;1.815.623;  78.7; -1.0;-1;1
1815;9;1.815.707;  52.5; -1.0;-1;1
1815;10;1.815.790;  55.8; -1.0;-1;1
1815;11;1.815.874;  62.0; -1.0;-1;1
1815;12;1.815.958; 108.3; -1.0;-1;1
1816;1;1.816.042;  43.8; -1.0;-1;1
1816;2;1.816.124; 114.7; -1.0;-1;1
1816;3;1.816.206; 122.8; -1.0;-1;1
1816;4;1.816.290;  98.0; -1.0;-1;1
1816;5;1.816.373;  73.8; -1.0;-1;1
1816;6;1.816.456;  72.7; -1.0;-1;1
1816;7;1.816.540;  64.7; -1.0;-1;1
1816;8;1.816.624;  38.7; -1.0;-1;1
1816;9;1.816.708;  79.7; -1.0;-1;1
1816;10;1.816.791;  94.0; -1.0;-1;1
1816;11;1.816.874;  63.5; -1.0;-1;1
1816;12;1.816.958;  49.8; -1.0;-1;1
1817;1;1.817.042;  60.7; -1.0;-1;1
1817;2;1.817.123;  96.5; -1.0;-1;1
1817;3;1.817.204; 160.3; -1.0;-1;1
1817;4;1.817.288;  44.0; -1.0;-1;1
1817;5;1.817.371;  35.3; -1.0;-1;1
1817;6;1.817.455;  66.7; -1.0;-1;1
1817;7;1.817.538;  83.3; -1.0;-1;1
1817;8;1.817.623;  75.0; -1.0;-1;1
1817;9;1.817.707;  61.2; -1.0;-1;1
1817;10;1.817.790;  42.7; -1.0;-1;1
1817;11;1.817.874;  48.2; -1.0;-1;1
1817;12;1.817.958;  47.3; -1.0;-1;1
1818;1;1.818.042;  58.1;  9.7;8;1
1818;2;1.818.123;  37.4;  7.8;14;1
1818;3;1.818.204;  42.4;  8.3;14;1
1818;4;1.818.288;  57.5;  9.6;21;1
1818;5;1.818.371;  88.5; 11.9;25;1
1818;6;1.818.455;  60.8;  9.9;25;1
1818;7;1.818.538;  46.8;  8.7;21;1
1818;8;1.818.623;  52.6;  9.2;20;1
1818;9;1.818.707;  43.4;  8.3;18;1
1818;10;1.818.790;  52.8;  9.2;22;1
1818;11;1.818.874;  18.3;  5.5;12;1
1818;12;1.818.958;  43.0;  8.4;13;1
1819;1;1.819.042;  54.7;  9.4;12;1
1819;2;1.819.123;  34.6;  7.5;10;1
1819;3;1.819.204;   6.3;  3.6;23;1
1819;4;1.819.288;  33.7;  7.4;23;1
1819;5;1.819.371;  32.6;  7.3;31;1
1819;6;1.819.455;  58.3;  9.7;23;1
1819;7;1.819.538;  52.5;  9.2;15;1
1819;8;1.819.623;  43.5;  8.4;24;1
1819;9;1.819.707;  24.8;  6.4;27;1
1819;10;1.819.790;  45.9;  8.6;22;1
1819;11;1.819.874;  41.8;  8.3;19;1
1819;12;1.819.958;  50.9;  9.1;20;1
1820;1;1.820.042;  32.0;  7.3;19;1
1820;2;1.820.124;  44.4;  8.4;14;1
1820;3;1.820.206;   7.5;  3.9;23;1
1820;4;1.820.290;  32.3;  7.3;19;1
1820;5;1.820.373;  48.9;  8.8;20;1
1820;6;1.820.456;  17.9;  5.6;25;1
1820;7;1.820.540;  34.1;  7.4;7;1
1820;8;1.820.624;  43.1;  8.3;17;1
1820;9;1.820.708;   8.6;  4.0;25;1
1820;10;1.820.791;  14.9;  5.2;26;1
1820;11;1.820.874;  13.2;  4.8;13;1
1820;12;1.820.958;  15.1;  5.2;16;1
1821;1;1.821.042;  36.0;  7.6;8;1
1821;2;1.821.123;   7.0;  3.8;24;1
1821;3;1.821.204;   9.5;  4.2;29;1
1821;4;1.821.288;  15.2;  5.2;18;1
1821;5;1.821.371;   2.8;  2.8;31;1
1821;6;1.821.455;   3.0;  2.9;29;1
1821;7;1.821.538;   4.3;  3.2;24;1
1821;8;1.821.623;   8.0;  3.9;26;1
1821;9;1.821.707;   7.3;  3.9;29;1
1821;10;1.821.790;  31.4;  7.2;28;1
1821;11;1.821.874;   7.3;  3.9;27;1
1821;12;1.821.958;   0.4;  2.1;31;1
1822;1;1.822.042;   0.0;  2.0;31;1
1822;2;1.822.123;   1.5;  2.5;28;1
1822;3;1.822.204;  26.9;  6.6;28;1
1822;4;1.822.288;  21.7;  6.0;26;1
1822;5;1.822.371;   2.4;  2.8;30;1
1822;6;1.822.455;   9.3;  4.2;29;1
1822;7;1.822.538;  13.2;  4.9;29;1
1822;8;1.822.623;   3.4;  3.0;31;1
1822;9;1.822.707;   0.0;  2.0;30;1
1822;10;1.822.790;   0.6;  2.2;31;1
1822;11;1.822.874;   0.0;  2.0;30;1
1822;12;1.822.958;   0.0;  2.0;30;1
1823;1;1.823.042;   0.0;  2.0;31;1
1823;2;1.823.123;   0.0;  2.0;28;1
1823;3;1.823.204;   1.0;  2.3;29;1
1823;4;1.823.288;   0.0;  2.0;30;1
1823;5;1.823.371;   0.0;  2.0;25;1
1823;6;1.823.455;   0.0;  2.0;23;1
1823;7;1.823.538;   0.8;  2.2;24;1
1823;8;1.823.623;   0.0;  2.0;27;1
1823;9;1.823.707;   0.0;  2.0;27;1
1823;10;1.823.790;   0.0;  2.0;20;1
1823;11;1.823.874;   0.0;  2.0;20;1
1823;12;1.823.958;  34.0;  7.4;18;1
1824;1;1.824.042;  36.0;  7.6;3;1
1824;2;1.824.124;  18.0;  4.8;0;1
1824;3;1.824.206;   0.0;  2.0;21;1
1824;4;1.824.290;  32.3;  7.2;8;1
1824;5;1.824.373;   4.6;  3.3;19;1
1824;6;1.824.456;   0.0;  2.0;25;1
1824;7;1.824.540;   0.0;  2.0;21;1
1824;8;1.824.624;   2.3;  2.7;15;1
1824;9;1.824.708;  34.3;  7.5;19;1
1824;10;1.824.791;  42.0;  8.2;25;1
1824;11;1.824.874;   0.0;  2.0;18;1
1824;12;1.824.958;   1.4;  2.4;20;1
1825;1;1.825.042;   8.4;  4.1;29;1
1825;2;1.825.123;  25.9;  6.6;24;1
1825;3;1.825.204;  37.4;  7.8;27;1
1825;4;1.825.288;   6.2;  3.6;25;1
1825;5;1.825.371;  25.8;  6.4;25;1
1825;6;1.825.455;  25.6;  6.5;28;1
1825;7;1.825.538;  51.5;  9.1;30;1
1825;8;1.825.623;  42.8;  8.3;30;1
1825;9;1.825.707;  26.2;  6.6;26;1
1825;10;1.825.790;  26.0;  6.6;25;1
1825;11;1.825.874;  19.6;  5.7;18;1
1825;12;1.825.958;  36.7;  7.7;23;1
1826;1;1.826.042;  29.4;  6.9;21;1
1826;2;1.826.123;  30.2;  7.0;25;1
1826;3;1.826.204;  61.3;  9.9;28;1
1826;4;1.826.288;  40.0;  8.1;27;1
1826;5;1.826.371;  53.9;  9.3;30;1
1826;6;1.826.455;  61.7; 10.0;29;1
1826;7;1.826.538;  87.5; 11.9;30;1
1826;8;1.826.623;  66.0; 10.4;31;1
1826;9;1.826.707;  31.6;  7.2;30;1
1826;10;1.826.790;  84.4; 11.6;28;1
1826;11;1.826.874;  65.8; 10.3;22;1
1826;12;1.826.958; 113.6; 13.5;19;1
1827;1;1.827.042;  57.7;  9.7;23;1
1827;2;1.827.123;  79.0; 11.3;25;1
1827;3;1.827.204;  96.3; 12.4;28;1
1827;4;1.827.288;  76.7; 11.1;27;1
1827;5;1.827.371;  93.8; 12.3;30;1
1827;6;1.827.455;  94.4; 12.3;26;1
1827;7;1.827.538;  70.4; 10.6;31;1
1827;8;1.827.623;  89.4; 12.0;29;1
1827;9;1.827.707;  82.6; 11.5;30;1
1827;10;1.827.790;  93.5; 12.2;27;1
1827;11;1.827.874;  80.4; 11.4;20;1
1827;12;1.827.958;  76.8; 11.1;25;1
1828;1;1.828.042;  88.0; 11.9;18;1
1828;2;1.828.124; 107.3; 13.1;22;1
1828;3;1.828.206; 108.5; 13.2;24;1
1828;4;1.828.290; 101.9; 12.8;29;1
1828;5;1.828.373; 148.6; 15.5;27;1
1828;6;1.828.456; 163.4; 16.2;26;1
1828;7;1.828.540;  90.4; 12.0;31;1
1828;8;1.828.624; 127.3; 14.3;31;1
1828;9;1.828.708;  83.9; 11.6;30;1
1828;10;1.828.791;  91.1; 12.1;26;1
1828;11;1.828.874;  95.0; 12.3;22;1
1828;12;1.828.958;  78.1; 11.2;15;1
1829;1;1.829.042;  71.6; 10.7;14;1
1829;2;1.829.123;  82.3; 11.5;20;1
1829;3;1.829.204; 120.6; 13.9;26;1
1829;4;1.829.288; 158.4; 15.9;29;1
1829;5;1.829.371; 112.3; 13.4;29;1
1829;6;1.829.455; 123.2; 14.1;28;1
1829;7;1.829.538; 151.5; 15.6;28;1
1829;8;1.829.623; 129.3; 14.4;27;1
1829;9;1.829.707;  88.0; 11.9;26;1
1829;10;1.829.790;  95.3; 12.4;23;1
1829;11;1.829.874; 112.7; 13.4;19;1
1829;12;1.829.958;  94.1; 12.3;22;1
1830;1;1.830.042;  87.0; 11.8;17;1
1830;2;1.830.123; 120.1; 13.9;18;1
1830;3;1.830.204; 141.0; 15.1;20;1
1830;4;1.830.288; 177.3; 16.9;26;1
1830;5;1.830.371; 110.5; 13.3;28;1
1830;6;1.830.455; 108.4; 13.2;27;1
1830;7;1.830.538;  73.2; 10.8;26;1
1830;8;1.830.623;  84.6; 11.7;25;1
1830;9;1.830.707; 103.4; 12.9;24;1
1830;10;1.830.790; 140.6; 15.0;25;1
1830;11;1.830.874; 135.4; 14.7;19;1
1830;12;1.830.958; 136.8; 14.8;13;1
1831;1;1.831.042;  79.0; 11.3;22;1
1831;2;1.831.123;  83.6; 11.6;21;1
1831;3;1.831.204; 155.8; 15.8;25;1
1831;4;1.831.288;  90.9; 12.1;27;1
1831;5;1.831.371;  63.4; 10.1;31;1
1831;6;1.831.455;  55.6;  9.4;27;1
1831;7;1.831.538;  75.4; 11.0;29;1
1831;8;1.831.623;  91.6; 12.1;28;1
1831;9;1.831.707;  63.2; 10.1;22;1
1831;10;1.831.790;  77.1; 11.1;23;1
1831;11;1.831.874;  72.5; 10.8;15;1
1831;12;1.831.958;  48.3;  8.8;15;1
1832;1;1.832.042;  51.5;  9.1;11;1
1832;2;1.832.124;  92.6; 12.2;23;1
1832;3;1.832.206;  91.9; 12.1;21;1
1832;4;1.832.290;  44.8;  8.5;27;1
1832;5;1.832.373;  68.9; 10.5;28;1
1832;6;1.832.456;  44.5;  8.4;22;1
1832;7;1.832.540;  23.3;  6.2;25;1
1832;8;1.832.624;  14.8;  5.1;31;1
1832;9;1.832.708;  13.7;  4.9;29;1
1832;10;1.832.791;  35.2;  7.5;25;1
1832;11;1.832.874;  23.8;  6.2;18;1
1832;12;1.832.958;  45.8;  8.6;17;1
1833;1;1.833.042;  18.7;  5.7;22;1
1833;2;1.833.123;  24.9;  6.5;21;1
1833;3;1.833.204;  19.6;  5.8;19;1
1833;4;1.833.288;   4.6;  3.3;27;1
1833;5;1.833.371;  21.5;  6.0;28;1
1833;6;1.833.455;   1.7;  2.5;30;1
1833;7;1.833.538;  11.6;  4.6;27;1
1833;8;1.833.623;   9.5;  4.2;30;1
1833;9;1.833.707;  19.3;  5.8;16;1
1833;10;1.833.790;  12.5;  4.7;29;1
1833;11;1.833.874;   9.8;  4.2;24;1
1833;12;1.833.958;  16.6;  5.3;19;1
1834;1;1.834.042;   8.2;  4.0;11;1
1834;2;1.834.123;  30.1;  7.0;20;1
1834;3;1.834.204;   6.5;  3.7;24;1
1834;4;1.834.288;   2.4;  2.7;25;1
1834;5;1.834.371;  14.8;  5.0;30;1
1834;6;1.834.455;  13.1;  4.8;28;1
1834;7;1.834.538;  14.4;  5.0;22;1
1834;8;1.834.623;   6.6;  3.7;29;1
1834;9;1.834.707;  19.2;  5.6;21;1
1834;10;1.834.790;  41.3;  8.2;20;1
1834;11;1.834.874;  50.9;  9.1;15;1
1834;12;1.834.958;  57.5;  9.6;15;1
1835;1;1.835.042;  12.4;  4.7;22;1
1835;2;1.835.123;  40.7;  8.1;15;1
1835;3;1.835.204;  32.7;  7.3;18;1
1835;4;1.835.288; 102.4; 12.8;14;1
1835;5;1.835.371;  72.6; 10.8;22;1
1835;6;1.835.455;  55.2;  9.4;17;1
1835;7;1.835.538;  99.6; 12.7;13;1
1835;8;1.835.623;  98.5; 12.6;2;1
1835;9;1.835.707; 168.0; 16.4;11;1
1835;10;1.835.790; 158.6; 16.0;16;1
1835;11;1.835.874; 166.7; 16.4;15;1
1835;12;1.835.958; 129.3; 14.4;8;1
1836;1;1.836.042; 147.6; 15.4;17;1
1836;2;1.836.124; 179.4; 17.0;14;1
1836;3;1.836.206; 163.7; 16.2;12;1
1836;4;1.836.290; 238.0; 19.6;16;1
1836;5;1.836.373; 185.7; 17.3;23;1
1836;6;1.836.456; 207.9; 18.3;15;1
1836;7;1.836.540; 194.6; 17.7;15;1
1836;8;1.836.624; 179.6; 17.0;16;1
1836;9;1.836.708; 158.5; 16.0;12;1
1836;10;1.836.791; 228.9; 19.2;11;1
1836;11;1.836.874; 201.5; 18.0;11;1
1836;12;1.836.958; 343.8; 23.5;4;1
1837;1;1.837.042; 313.4; 22.4;10;1
1837;2;1.837.123; 292.6; 21.7;13;1
1837;3;1.837.204; 224.3; 19.0;12;1
1837;4;1.837.288; 230.3; 19.2;10;1
1837;5;1.837.371; 186.1; 17.3;15;1
1837;6;1.837.455; 263.4; 20.6;18;1
1837;7;1.837.538; 271.2; 20.9;9;1
1837;8;1.837.623; 223.5; 18.9;11;1
1837;9;1.837.707; 160.4; 16.1;19;1
1837;10;1.837.790; 206.2; 18.2;18;1
1837;11;1.837.874; 178.4; 16.9;7;1
1837;12;1.837.958; 216.1; 18.6;8;1
1838;1;1.838.042; 241.5; 19.7;11;1
1838;2;1.838.123; 141.3; 15.1;18;1
1838;3;1.838.204; 234.5; 19.4;12;1
1838;4;1.838.288; 211.1; 18.4;16;1
1838;5;1.838.371; 229.4; 19.2;20;1
1838;6;1.838.455; 157.6; 15.9;19;1
1838;7;1.838.538; 180.4; 17.0;21;1
1838;8;1.838.623; 131.3; 14.5;15;1
1838;9;1.838.707; 122.7; 14.0;23;1
1838;10;1.838.790; 151.5; 15.6;16;1
1838;11;1.838.874; 129.2; 14.4;16;1
1838;12;1.838.958; 132.9; 14.6;14;1
1839;1;1.839.042; 175.9; 16.8;15;1
1839;2;1.839.123; 170.8; 16.6;12;1
1839;3;1.839.204; 129.5; 14.4;15;1
1839;4;1.839.288; 102.9; 12.9;14;1
1839;5;1.839.371;  89.6; 12.0;22;1
1839;6;1.839.455;  91.2; 12.1;20;1
1839;7;1.839.538; 141.3; 15.1;25;1
1839;8;1.839.623; 218.8; 18.7;17;1
1839;9;1.839.707; 221.1; 18.8;18;1
1839;10;1.839.790; 151.5; 15.6;16;1
1839;11;1.839.874; 114.7; 13.6;11;1
1839;12;1.839.958; 106.2; 13.1;9;1
1840;1;1.840.042; 135.4; 14.7;18;1
1840;2;1.840.124; 146.1; 15.3;14;1
1840;3;1.840.206; 112.9; 13.5;18;1
1840;4;1.840.290; 109.8; 13.3;21;1
1840;5;1.840.373; 115.4; 13.6;22;1
1840;6;1.840.456;  80.9; 11.4;27;1
1840;7;1.840.540; 101.0; 12.7;23;1
1840;8;1.840.624;  96.4; 12.4;24;1
1840;9;1.840.708; 123.3; 14.1;20;1
1840;10;1.840.791;  91.7; 12.1;19;1
1840;11;1.840.874;  90.4; 12.0;20;1
1840;12;1.840.958;  89.5; 12.0;22;1
1841;1;1.841.042;  40.1;  8.1;15;1
1841;2;1.841.123;  49.9;  8.9;20;1
1841;3;1.841.204;  49.6;  8.9;22;1
1841;4;1.841.288;  66.9; 10.4;28;1
1841;5;1.841.371; 112.4; 13.5;27;1
1841;6;1.841.455;  92.8; 12.2;24;1
1841;7;1.841.538;  51.4;  9.1;27;1
1841;8;1.841.623;  65.4; 10.3;28;1
1841;9;1.841.707;  60.9;  9.9;28;1
1841;10;1.841.790;  47.4;  8.7;19;1
1841;11;1.841.874;  32.9;  7.3;20;1
1841;12;1.841.958;  64.8; 10.2;19;1
1842;1;1.842.042;  34.0;  7.5;20;1
1842;2;1.842.123;  36.8;  7.8;22;1
1842;3;1.842.204;  36.2;  7.7;25;1
1842;4;1.842.288;  44.9;  8.5;30;1
1842;5;1.842.371;  41.4;  8.2;31;1
1842;6;1.842.455;  34.2;  7.4;30;1
1842;7;1.842.538;  21.0;  6.0;31;1
1842;8;1.842.623;  44.4;  8.5;31;1
1842;9;1.842.707;  30.6;  7.1;28;1
1842;10;1.842.790;  63.5; 10.1;23;1
1842;11;1.842.874;  67.5; 10.4;25;1
1842;12;1.842.958;  29.3;  6.9;15;1
1843;1;1.843.042;  22.2;  6.1;22;1
1843;2;1.843.123;   5.9;  3.5;14;1
1843;3;1.843.204;  13.9;  5.0;29;1
1843;4;1.843.288;  15.8;  5.2;29;1
1843;5;1.843.371;  35.1;  7.6;30;1
1843;6;1.843.455;  17.6;  5.4;30;1
1843;7;1.843.538;  15.9;  5.2;31;1
1843;8;1.843.623;  19.6;  5.8;31;1
1843;9;1.843.707;   6.9;  3.7;30;1
1843;10;1.843.790;   8.9;  4.1;31;1
1843;11;1.843.874;  31.7;  7.2;27;1
1843;12;1.843.958;  21.2;  6.0;16;1
1844;1;1.844.042;  15.7;  5.2;24;1
1844;2;1.844.124;  24.5;  6.4;22;1
1844;3;1.844.206;  22.5;  6.1;21;1
1844;4;1.844.290;  34.6;  7.5;28;1
1844;5;1.844.373;  19.2;  5.7;25;1
